JCAT , SatcatLaunch_Tag Piece     , Type     , Name                        , PLName                      , LDate      , Parent      , SDate              , Primary, DDate              , Status Dest   , Owner       , State , Manufacturer, Bus              , Motor       , Mass     , DryMass   , TotMass  , Length, Diamete, Span   , Shape                    , ODate      , Perigee, Apogee, Inc   , OpOrbitOQU AltNames, STATUS, OBJECT_NAME             , OBJECT_ID , EPOCH                     , MEAN_MOTION, ECCENTRICITY, INCLINATION, RA_OF_ASC_NODE, ARG_OF_PERICENTER, MEAN_ANOMALY, EPHEMERIS_TYPE, CLASSIFICATION_TYPE, NORAD_CAT_ID, ELEMENT_SET_NO, REV_AT_EPOCH, BSTAR         , MEAN_MOTION_DOT, MEAN_MOTION_DDOT, LAST_UPDATED       , DATA_SOURCE               , TLE_LINE1                                                            , TLE_LINE2                                                            , N2YO_SAT_NAME              , TLE_FETCHED
27691, 27691 2003-008   2003-008A , P       c, DSCS III A-3                , DSCS III A-3                , 2003 Mar 11, S27693      , 2003 Mar 11 0141   , Earth  , -                  , O      -      , AFSMC/DISA  , US    , LMVF        , DSCS III         , AOCS        , 1244     , 900       , 1244     , 2.1   , 1.9    , 9.5    , Box + 2 Pan              , 2003 Mar 13, 35780? , 35800?, 1.00? , GEO/S  -   USA 167:, ACTIVE, USA 167                 , 2003-008A , 2025-10-03T11:21:15.335424,  1.00272416, 0.00024744  ,     10.4471,        45.6397,          243.4717,     131.5772,            0.0, U                  ,      27691.0,          999.0,        420.0, 0.0           , 1.4e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27691U 03008A   25276.47309416  .00000014  00000-0  00000-0 0  9997, 2 27691  10.4471  45.6397 0002474 243.4717 131.5772  1.00272416  4208, USA 167                    , YES
27704, 27704 2003-010   2003-010A , P        , GPS IIR-9                   , GPS SVN 45                  , 2003 Mar 31, S27706      , 2003 Mar 31 2317   , Earth  , -                  , O      -      , AFSMC       , US    , LMMS        , Series 4000      , Star 37XFP  , 1077     , 910       , 2032     , 1.5   , 1.9    , 19.3   , Box + 2 Pan              , 2003 Apr  3, 20063  , 20433 , 54.96 , MEO    -   USA 168:, ACTIVE, NAVSTAR 52 (USA 168)    , 2003-010A , 2025-10-03T01:42:41.419872,  1.94743107, 0.00035052  ,     54.9572,       334.9009,          286.3437,      56.4305,            0.0, U                  ,      27704.0,          999.0,      16490.0, 0.0           , -6e-07         , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27704U 03010A   25276.07131273 -.00000060  00000-0  00000-0 0  9997, 2 27704  54.9572 334.9009 0003505 286.3437  56.4305  1.94743107164907, NAVSTAR 52 (USA 168)       , YES
27711, 27711 2003-012   2003-012A , P ------c, Milstar 6                   , Milstar DFS-6               , 2003 Apr  8, S27712      , 2003 Apr  8 2018?  , Earth  , -                  , O      -      , AFSMC       , US    , LMMS        , Milstar          , AOCS        , 4500     , 4200    ? , 4500     , 15.5  , 5.0  ? , 35.0   , Truss + Ant              , 2003 Apr  8, 35728  , 35736 , 4.45  , GEO/ID -   USA 169:, ACTIVE, USA 169 (MILSTAR-2 4)   , 2003-012A , 2025-09-30T16:08:57.404832,  1.00268018, 0.0094902   ,     11.9525,        31.8799,            7.6485,       4.3637,            0.0, U                  ,      27711.0,          999.0,       3035.0, 0.0           , -1.91e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27711U 03012A   25273.67288663 -.00000191  00000-0  00000-0 0  9991, 2 27711  11.9525  31.8799 0094902   7.6485   4.3637  1.00268018 30354, USA 169                    , YES
27718, 27718 2003-014   2003-014A , P        , Asiasat 4                   , Asiasat 4                   , 2003 Apr 12, S27719      , 2003 Apr 12 0117   , Earth  , -                  , O      -      , ASIA        , HK    , BOES        , HS-601HP         , R-4D-14-350 , 4137     , 2000    ? , 4137     , 5.8   , 3.4    , 26.2   , Box + 2 Pan              , 2004 May 12, 35784  , 35789 , 0.01  , GEO/S  -           , ACTIVE, ASIASAT 4               , 2003-014A , 2025-10-03T14:26:38.721120,  1.00272372, 0.00035997  ,      4.0446,        78.9595,          129.5441,     168.279 ,            0.0, U                  ,      27718.0,          999.0,       4272.0, 0.0           , -2.18e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27718U 03014A   25276.60183705 -.00000218  00000-0  00000-0 0  9997, 2 27718   4.0446  78.9595 0003600 129.5441 168.2790  1.00272372 42725, ASIASAT 4                  , YES
27811, 27811 2003-020   2003-020A , P        , Hellas Sat 2                , Hellas Sat 2                , 2003 May 13, S27812      , 2003 May 13 2241   , Earth  , -                  , O      -      , HELSA       , GR    , ASTD        , Eurostar 2000+   , R-4D-11-300 , 3250     , 1729    ? , 3250     , 4.8   , 1.7    , 32.0   , Box + 2 Pan + 2 Dish     , 2003 May 21, 35486  , 35784 , 0.07  , GEO/D  -           , ACTIVE, HELLAS-SAT 2            , 2003-020A , 2025-10-03T06:11:44.244672,  1.00271685, 0.00089511  ,      6.7092,        70.9366,          145.6322,     238.6495,            0.0, U                  ,      27811.0,          999.0,       4027.0, 0.0           , -7.7e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27811U 03020A   25276.25815098 -.00000077  00000-0  00000-0 0  9999, 2 27811   6.7092  70.9366 0008951 145.6322 238.6495  1.00271685 40272, HELLAS-SAT 2               , YES
27825, 27825 2003-026   2003-026A , P        , Thuraya 2                   , Thuraya 2                   , 2003 Jun 10, S27826      , 2003 Jun 10 1535   , Earth  , -                  , O      -      , THUR        , UAE   , BOES        , HS-GEM           , R-4D-14-350 , 5177     , 4000    ? , 5177     , 12.2  , 17.0   , 40.4   , Box + Dish + 2 Pan       , 2003 Jun 20, 35747  , 35822 , 6.26  , GEO/I  -           , ACTIVE, THURAYA-2               , 2003-026A , 2025-10-03T10:25:50.648736,  1.00272096, 6.006e-05   ,      8.4341,        32.948 ,          216.0067,     323.907 ,            0.0, U                  ,      27825.0,          999.0,       8177.0, 0.0           , 1.32e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27825U 03026A   25277.43369742  .00000132  00000-0  00000+0 0  9991, 2 27825   8.4357  32.9447 0000640 219.6639 320.9092  1.00272585 81787, THURAYA 2                  , YES
27831, 27831 2003-028   2003-028B , P        , Optus and Defense C1        , Optus C1/D                  , 2003 Jun 11, S27833      , 2003 Jun 11 2306   , Earth  , -                  , O      -      , OPTS        , AU    , LOR/MELCO   , SSL-1300         , R-4D-15-260 , 4725     , 1978      , 4725     , 8.2   , 7.8    , 24.9   , Box + 2 Cruci Pan        , 2003 Jun 21, 35699  , 35837 , 0.08  , GEO/D  -           , ACTIVE, OPTUS C1                , 2003-028B , 2025-10-03T14:26:38.721120,  1.00271726, 0.00057999  ,      6.2409,        72.5037,          122.8266,     189.6643,            0.0, U                  ,      27831.0,          999.0,       5048.0, 0.0           , -1.45e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27831U 03028B   25276.60183705 -.00000145  00000-0  00000-0 0  9997, 2 27831   6.2409  72.5037 0005800 122.8266 189.6643  1.00271726 50488, OPTUS C1                   , YES
27843, 27843 2003-031   2003-031D , P        , MOST                        , MOST                        , 2003 Jun 30, S27840      , 2003 Jun 30 1546   , Earth  , 2014 Oct  1        , N      -      , CSA         , CA    , DYN         , MOST             , -           , 60       , 60        , 60       , 0.3   , 0.7    , 0.7    , Box                      , 2003 Jul  7, 818    , 832   , 98.72 , LEO/S  -           , ACTIVE, MOST                    , 2003-031D , 2025-10-03T11:14:01.344768, 14.21241463, 0.00087457  ,     98.7092,       282.775 ,          274.4457,      85.5721,            0.0, U                  ,      27843.0,          999.0,      15424.0, 0.00014840058 , 2.79e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27843U 03031D   25277.45368132  .00000238  00000-0  12942-3 0  9990, 2 27843  98.7092 283.7470 0008742 271.2328  88.7848 14.21241866154387, MOST                       , YES
27844, 27844 2003-031   2003-031E , P        , Cubesat-OSCAR-55            , Cute-I                      , 2003 Jun 30, S27840      , 2003 Jun 30 1547   , Earth  , -                  , O      -      , TIT         , J     , TIT         , Cubesat 1U       , -           , 1        , 1         , 1        , 0.1   , 0.1    , 0.1    , Box                      , 2003 Jul  7, 819    , 831   , 98.72 , LEO/S  -   CO-55   , ACTIVE, CUTE-1 (CO-55)          , 2003-031E , 2025-10-03T11:20:38.393376, 14.24092793, 0.00090454  ,     98.6791,       283.272 ,          205.0782,     154.9959,            0.0, U                  ,      27844.0,          999.0,      15513.0, 0.00041985615 , 9.22e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27844U 03031E   25276.47266659  .00000922  00000-0  41986-3 0  9993, 2 27844  98.6791 283.2720 0009045 205.0782 154.9959 14.24092793155131, CUTE-1                     , YES
27848, 27848 2003-031   2003-031J , P        , Cubesat-OSCAR-57            , XI-IV                       , 2003 Jun 30, S27840      , 2003 Jun 30 1547   , Earth  , -                  , O      -      , TOK         , J     , TOK         , Cubesat 1U       , -           , 1        , 1         , 1        , 0.1   , 0.1    , 0.1    , Box                      , 2003 Jul 12, 822    , 828   , 98.73 , LEO/S  -   CO-57   , ACTIVE, CUBESAT XI-IV (CO-57)   , 2003-031J , 2025-10-03T11:24:57.117312, 14.23413812, 0.00086312  ,     98.682 ,       283.1922,          224.0742,     135.975 ,            0.0, U                  ,      27848.0,          999.0,      15485.0, 0.00036496522 , 7.85e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27848U 03031J   25277.45976910  .00000666  00000-0  31246-3 0  9997, 2 27848  98.6821 284.1633 0008689 220.8664 139.1864 14.23414783154998, CUBESAT XI-IV              , YES
27858, 27858 2003-036   2003-036A , P        , SCISAT-1                    , SCISAT-1                    , 2003 Aug 13, S27859      , 2003 Aug 13 0220   , Earth  , -                  , O      -      , CSA         , CA    , BRIS        , MAC-100          , -           , 150      , 150       , 150      , 0.6  ?, 1.1    , 1.1    , Cyl                      , 2003 Aug 20, 641    , 654   , 73.94 , LEO/I  -           , ACTIVE, SCISAT 1                , 2003-036A , 2025-10-03T10:34:03.513216, 14.80928014, 0.00059938  ,     73.932 ,       321.2966,           80.3961,     279.7892,            0.0, U                  ,      27858.0,          999.0,      19343.0, 0.000255618   , 1.942e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27858U 03036A   25277.52117066  .00001480  00000-0  19590-3 0  9993, 2 27858  73.9316 319.1509 0006007  77.5186 282.6662 14.80930567193598, SCISAT 1                   , YES
27868, 27868 2003-037   2003-037A , P        , Kosmos-2400                 , Strela-3 No. 153L (453)     , 2003 Aug 19, S27870      , 2003 Aug 19 1144   , Earth  , -                  , O      -      , KVR         , RU    , NPOPMR      , Strela-3         , -           , 225      , 225       , 225      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2003 Aug 27, 1468   , 1501  , 82.47 , LEO/I  -   Strela-3, ACTIVE, COSMOS 2400             , 2003-037A , 2025-10-03T14:12:09.323712, 12.45183213, 0.00207211  ,     82.468 ,       130.7635,          257.2277,     102.6488,            0.0, U                  ,      27868.0,          999.0,        560.0, 0.0002507253  , 4.6e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27868U 03037A   25277.55595947  .00000054  00000-0  31212-3 0  9997, 2 27868  82.4678 130.1589 0020726 254.9938 104.8848 12.45183275  5727, COSMOS 2400                , YES
27869, 27869 2003-037   2003-037B , P        , Kosmos-2401                 , Strela-3 No. 152L (452)     , 2003 Aug 19, S27870      , 2003 Aug 19 1144   , Earth  , -                  , O      -      , KVR         , RU    , NPOPMR      , Strela-3         , -           , 225      , 225       , 225      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2003 Aug 26, 1465   , 1501  , 82.47 , LEO/I  -   Strela-3, ACTIVE, COSMOS 2401             , 2003-037B , 2025-10-03T14:50:50.155584, 12.45496786, 0.00214837  ,     82.4668,       127.2367,          252.5236,     107.3497,            0.0, U                  ,      27869.0,          999.0,        583.0, 0.00026279233 , 4.7e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27869U 03037B   25277.58257856  .00000039  00000-0  20362-3 0  9992, 2 27869  82.4666 126.6317 0021488 250.3017 109.5746 12.45496792  5953, COSMOS 2401                , YES
27875, 27875 2003-040   2003-040A , P ------c, DSCS III B-6                , DSCS III B-6                , 2003 Aug 29, S27877      , 2003 Aug 29 2355   , Earth  , -                  , O      -      , AFSMC/DISA  , US    , LMVF        , DSCS III         , AOCS        , 1244     , 900       , 1244     , 2.1   , 1.9    , 9.5    , Box + 2 Pan              , 2003 Aug 30, 35600? , 35800?, 1.00? , GEO/D  -   USA 170 , ACTIVE, USA 170                 , 2003-040A , 2025-10-03T13:45:46.363392,  1.00274758, 0.00011831  ,      9.9513,        50.3114,          147.4296,      45.3751,            0.0, U                  ,      27875.0,          999.0,       3041.0, 0.0           , 1.34e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27875U 03040A   25277.50122064  .00000135  00000-0  00000+0 0  9997, 2 27875   9.9536  50.3026 0001238 151.7405  15.9931  1.00275018 30427, USA 170                    , YES
27939, 27939 2003-042   2003-042A , P        , Mozhaets-4                  , Mozhaets-4 No. 208          , 2003 Sep 27, S27940      , 2003 Sep 27 0646   , Earth  , -                  , O      -      , MOZHA       , RU    , NPOPMR      , Strela-1M        , -           , 64       , 64        , 64       , 1.0   , 1.0    , 1.0    , Poly                     , 2003 Sep 28, 676    , 693   , 98.20 , LEO/S  -   RS-22   , ACTIVE, MOZHAETS 4 (RS-22)      , 2003-042A , 2025-10-03T14:29:00.087072, 14.72672773, 0.00115205  ,     98.3372,        88.9551,            8.3162,      79.4914,            0.0, U                  ,      27939.0,          999.0,      17777.0, 0.00048312406 , 3.03e-05       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27939U 03042A   25277.47471851  .00002636  00000-0  42148-3 0  9998, 2 27939  98.3371  89.8490 0011463   5.5799  18.4875 14.72677002177904, MOZHAYETS 4                , YES
27944, 27944 2003-042   2003-042F , P        , Larets                      , Larets No. 313              , 2003 Sep 27, S27940      , 2003 Sep 27 0646   , Earth  , -                  , O      -      , NIIKP       , RU    , NIIKP       , -                , -           , 10    ?  , 10    ?   , 10    ?  , 0.2   , 0.2    , 0.2    , Sphere                   , 2003 Sep 28, 674    , 694   , 98.21 , LEO/S  -           , ACTIVE, LARETS                  , 2003-042F , 2025-10-03T13:58:54.142176, 14.63792842, 0.00134122  ,     98.3843,        68.888 ,          114.7195,     245.5405,            0.0, U                  ,      27944.0,          999.0,      17582.0, 6.6503813e-05 , 2.97e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27944U 03042F   25277.47120157  .00000233  00000-0  54285-4 0  9991, 2 27944  98.3844  69.7920 0013437 112.1772 248.0857 14.63793171175959, LARETS                     , YES
27954, 27954 2003-044   2003-044A , P      O , Galaxy 13                   , Galaxy XIII/Horizons 1      , 2003 Oct  1, S27953      , 2003 Oct  1 0503   , Earth  , 2006 Jul  3        , N      -      , PAN         , US    , BOES        , HS-601HP         , R-4D-11-300 , 4090     , 2000    ? , 4090     , 5.8   , 3.4    , 26.2   , Box + 2 Pan              , 2004 Jul  6, 35777  , 35796 , 0.01  , GEO/S  -           , ACTIVE, GALAXY 13 (HORIZONS-1)  , 2003-044A , 2025-10-03T12:56:06.124992,  1.00271204, 0.00021794  ,      0.7503,        87.4606,          104.8528,     224.209 ,            0.0, U                  ,      27954.0,          999.0,       4399.0, 0.0           , 1.34e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 27954U 03044A   25277.50758786  .00000134  00000-0  00000+0 0  9994, 2 27954   0.7528  87.4404 0002170 107.0230 211.7187  1.00271606 44009, HORIZONS 1 (GALAXY 13)     , YES
28051, 28051 2003-046   2003-046A , P        , Resourcesat                 , IRS-P6                      , 2003 Oct 17, S28050      , 2003 Oct 17 0510   , Earth  , -                  , O      -      , ISRO        , IN    , ISAC/HAL    , IRS              , AOCS        , 1360     , 1300    ? , 1360     , 2.8  ?, 2.0  ? , 12.0  ?, Box + 2 Pan              , 2003 Oct 18, 802    , 875   , 98.74 , LEO/S  -           , ACTIVE, IRS-P6 (RESOURCESAT-1)  , 2003-046A , 2025-10-03T15:20:16.328832, 14.36030952, 0.00647981  ,     98.2293,       320.2521,           33.0023,     121.9089,            0.0, U                  ,      28051.0,          999.0,      14370.0, 0.00018627557 , 5.14e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 28051U 03046A   25277.54100566  .00000434  00000-0  15941-3 0  9993, 2 28051  98.2292 321.1134 0064744  30.3231 104.5919 14.36031536143832, IRS P6                     , YES
28184, 28184 2004-007   2004-007A , P        , MBSAT                       , MBSAT                       , 2004 Mar 13, S28185      , 2004 Mar 13 0608   , Earth  , 2009 Apr  1        , N      -      , MBCO/TUMED  , J     , LOR         , SSL-1300         , R-4D-11-164 , 4143     , 2000    ? , 4143     , 5.6  ?, 2.8  ? , 31.0  ?, Box + 2 Pan + Dish       , 2004 May 12, 35743  , 35833 , 0.01  , GEO/S  -           , ACTIVE, ABS-4 (MOBISAT-1)       , 2004-007A , 2025-10-03T13:56:22.845408,  1.00271783, 0.00055611  ,      5.3885,        75.1215,          127.2664,      80.2073,            0.0, U                  ,      28184.0,          999.0,       4976.0, 0.0           , 4.5e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 28184U 04007A   25277.43716411  .00000045  00000-0  00000+0 0  9992, 2 28184   5.3907  75.1110 0005573 128.1706  28.4419  1.00272002 49778, MBSAT                      , YES
